"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd","R8c4Qb","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Psycho+60+Escape+Rooms/data=!4m7!3m6!1s0x182f1a0979494dcd:0xd4dafb741c2c48a9!8m2!3d-1.291755!4d36.778985!16s%2Fg%2F11c73rw_ky!19sChIJzU1JeQkaLxgRqUgsHHT72tQ?authuser=0&hl=en&rclk=1","Psycho 60 Escape Rooms","4.3","(12)","Amusement center","·","","Elgeyo Marakwet North Rd","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepCSffb4gIiaM2OyEOvdFWjN3X1wqZcAbOZFgECv6rSZorProca6WFoetVagOXxgZlejoRJPhn_cO6jFsaGtGSf3eHA5MEemw2gKn3Zr2OZRUPZFlUDefEe3xlWj77YxolehFye3A=w138-h92-k-no","","","","","","","","","","",""
"https://www.google.com/maps/place/Adventure+Farm+Karen/data=!4m7!3m6!1s0x182f1d111a9a13f9:0x51b85ed5ac10720c!8m2!3d-1.2985668!4d36.6871017!16s%2Fg%2F11f88pw2xk!19sChIJ-ROaGhEdLxgRDHIQrNVeuFE?authuser=0&hl=en&rclk=1","Adventure Farm Karen","4.2","(147)","Farm","","","","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqduUXbWcP3rBQuVTfE28CPBMJdL8H9mNYIQ5BsSHuHeebYae6ys_aP3rpdDkbWB12fefsdtprZQG1N3yJ_et2v4MgOp2ukQN_CDmTGFQV47bt7jHHVf53tlKKWGAzhI4Q0gDM9=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The kids were able to pick some berries before they enjoyed the zip line.""","","","","","","","","",""
"https://www.google.com/maps/place/Luna+Park+international/data=!4m7!3m6!1s0x182f165d531cf92f:0x9336a0e556ec20b!8m2!3d-1.2407646!4d36.8454132!16s%2Fg%2F11dz5bjg7p!19sChIJL_kcU10WLxgRC8JuVQ5qMwk?authuser=0&hl=en&rclk=1","Luna Park international","3.9","(165)","Amusement park","·","","","","Open","· Closes 10 PM","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerJXdfON0s9VMgCT7FzNyMTyOeLSRm3jbtDtt7zn-_qw4dktngmpf_CACPwrxptRxlTUzxL7lY5GlL3oTsxUO9ti_T5GJWj0Aa68_8_Ok0vpn7GKUZuqw3GS9caz6fwmjX67r1l=w200-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mostly enjoyed the Merry Go Round and Bumper Car rides.""","","","","","","","","",""
"https://www.google.com/maps/place/Funworld+Juja+City+Mall/data=!4m7!3m6!1s0x182f46507f62f589:0xceb53c4c5ab79953!8m2!3d-1.1176787!4d37.0085022!16s%2Fg%2F11c60dgxs0!19sChIJifVif1BGLxgRU5m3Wkw8tc4?authuser=0&hl=en&rclk=1","Funworld Juja City Mall","4.4","(168)","Recreation center","·","","·","City Mall","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq6hX3F7g_PaIoIBDAA3lsndelYmdyqBsDv0tF4K-u5i4WNELwBwetedusYOqCKNXAMJRUgeVA4xqWsbzME4xtnwMnk624R1v2KztFouJcp-iJqmsCGr_p0oF6IzXv8Va1vH__GPw=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kids friendly and private for meetings and other adults","things","""","","","","","","",""
"https://www.google.com/maps/place/Uhuru+Park/data=!4m7!3m6!1s0x182f11870910363f:0xbd7deccd3c795907!8m2!3d-1.2901673!4d36.8166396!16zL20vMDR6d3hr!19sChIJPzYQCYcRLxgRB1l5PM3sfb0?authuser=0&hl=en&rclk=1","Uhuru Park","4.1","(23,215)","Park","·","","·","23 Uhuru Hwy","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqEVB5Oeil6DXhPubdTE3pZwOhtP-6vcE2AIbJyhGdnHjn5Wl9J5wxRM548CHPRVWpg2Q-alVBw02i1Jn_5N4ah3O_ZHrG05eljppgMbdnuwjQYFASwbMXoDH5wZnRtmYhH1Pzzzg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""There are all manner of","fun activities","and","National monuments & an artificial lake","","","","","",""
"https://www.google.com/maps/place/Fourteen+Falls+Adventures/data=!4m7!3m6!1s0x182f57c48af427b3:0xdef54b210dc4702e!8m2!3d-1.0768086!4d37.2484288!16s%2Fg%2F11h7bfpy39!19sChIJsyf0isRXLxgRLnDEDSFL9d4?authuser=0&hl=en&rclk=1","Fourteen Falls Adventures","4.0","(404)","Tourist attraction","·","","","","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZMk3qXUT5C84wkqiUrsdK7iQaoL0iauHrOHbADuOu8LdtBMx2hjcUhmXm8l1IJOYS_8m3f0iantPZQ6xVb8DRyqjLbK8F7XrdWXyTJEmWQJxC-XaNDbVz-YnKRfKzOjg3t8cy=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Give the falls a priority you will eradicate boredom""","","","","","","","","",""
"https://www.google.com/maps/place/Karura+Forest+%28Gate+D%29/data=!4m7!3m6!1s0x182f1728162a0c91:0x13dbc225cacdc3e3!8m2!3d-1.238245!4d36.8175476!16s%2Fm%2F0fqnpdn!19sChIJkQwqFigXLxgR48PNyiXC2xM?authuser=0&hl=en&rclk=1","Karura Forest (Gate D)","4.6","(193)","Park","·","","·","QR79+47F","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq74PqYq4mJlATGdACWlizwfMzPQ2iToRVG37I-9TJxkFkwuc3MSbsUodyW79idTFZoAY5yOq7lDYIQFStIGeDwSzFEZZ6Luc4mGVbFAGNVGShDa503fQl9MhAvi--2jNM8_Ew6=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... chilling ger away
Family gathering and team building","activities","""","","","","","","",""
"https://www.google.com/maps/place/Savage+Wilderness/data=!4m11!3m10!1s0x18289ee5bb38f655:0x8d20e4b7990ef3f8!5m3!1s2026-02-27!4m1!1i2!8m2!3d-0.7076347!4d37.2454624!16s%2Fg%2F1pp2tznqy!19sChIJVfY4u-WeKBgR-PMOmbfkII0?authuser=0&hl=en&rclk=1","Savage Wilderness","4.5","(700)","2-star hotel","·","","","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepwBNTAwTXr8_BpOIg5lQ2KnXO8F3kvmhq8rRhH-fRyQlcx0WpmAdc7xTwBUqZX_Bih9hJeZglv2ikUseQRJqjyeM6RzmweaViYKFTjNZ3lVdAbb3raLx606MP9WY7baly1WWWc=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The kids aged 9 and 10 took the zip-line over Tana river.""","","","","","","","","",""
"https://www.google.com/maps/place/Nairobi+Animal+Orphanage/data=!4m7!3m6!1s0x182f1aa9b8854343:0x64ebb60de1016312!8m2!3d-1.336859!4d36.7797851!16s%2Fg%2F1tsvw7z_!19sChIJQ0OFuKkaLxgREmMB4Q2262Q?authuser=0&hl=en&rclk=1","Nairobi Animal Orphanage","4.4","(6,395)","Tourist attraction","·","","·","National Park, Karen, Langata Rd","Closed","· Opens 8 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerC3xkQHGKdAmAxiZ6H2IjqaF5BmGTbuM5Q6xa_WYIt6dv1SyfqBcJqMWWJcL1X5JjfNBrrOs-KfSUzuBqdUXL7msDpWetplrpx_-cVUH1gwDhR6R8Nn3zXNG3YGwlhpp22fiHU=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Fun","affordable activity for the weekend.""","Wildlife rehabilitation spot with tours","","","","","",""
"https://www.google.com/maps/place/Lake+Nakuru+National+Park/data=!4m7!3m6!1s0x18299ad44c2b87a1:0x8ad29aeb6bc48e31!8m2!3d-0.4035304!4d36.0961663!16s%2Fg%2F121qfs73!19sChIJoYcrTNSaKRgRMY7Ea-ua0oo?authuser=0&hl=en&rclk=1","Lake Nakuru National Park","4.4","(5,642)","Tourist attraction","·","","National park with soda lake & wildlife","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwermHv1YnpCE6N8y5Ju9MVRFdKnTZNxuognGJgXt7d-TPwEXpzI-810T3ujuiyoVLPnrB70EUep_SSxim4Py3qDIh5YxsiJNOE5dcAGM7gU8T75LyC_Tr3VQI1HO4xoonusxX9I=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""A truly unforgettable experience—highly recommend.""","","","","","","","","",""
"https://www.google.com/maps/place/National+Museum+of+Kenya/data=!4m7!3m6!1s0x182f172e2b30a483:0x24eee4c08364a0f3!8m2!3d-1.2739629!4d36.814425!16s%2Fg%2F11b5phrsg1!19sChIJg6QwKy4XLxgR86Bkg8Dk7iQ?authuser=0&hl=en&rclk=1","National Museum of Kenya","4.5","(11,716)","Tourist attraction","·","","·","Kipande Rd","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoVIYo1aOc20uDiid4SzBgCXtCM5ShFr9N2tBXVJ-FrrDVwQfOx3Vgj5K94O5UFpGvp2Mr7Cro5p-7YH0acV7-U0K2cC4d2HV0R8BUdUpstEBAY2RAPXL23mr2gpVlXX4ij5EVo=w80-h105-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Museum exhibits was educative,interactive and well done.""","","","Museum of East African history","","","","","",""
"https://www.google.com/maps/place/Ngong+Hills+Forest+Reserve/data=!4m7!3m6!1s0x182f0221533c8e25:0xb20947eeee2fefc9!8m2!3d-1.4152555!4d36.6417777!16s%2Fg%2F1tm9dk6f!19sChIJJY48UyECLxgRye8v7u5HCbI?authuser=0&hl=en&rclk=1","Ngong Hills Forest Reserve","4.5","(3,726)","Tourist attraction","·","","HJMR+VPR","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweorPsyxQ7eBJ0HT3BSCUu2cJ8v5-pVmrg7NZCrnZN3NcamzVt098aNCYf3ShmSVXj_TFVwbIALHuVETLIc68h8suzYdmT4JqPHtouDa0Y-qu3TC9LeclRVV4p4-S1mu-E2MKgs1=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Perfect joint for","fun",", zip lining, archery all at affordable prices.""","","","","","","",""
"https://www.google.com/maps/place/Whistling+Morans+Ltd/data=!4m7!3m6!1s0x182f74602317822b:0xf7dad68026f9cbe0!8m2!3d-1.4153359!4d36.997616!16s%2Fg%2F11gfh7hzhx!19sChIJK4IXI2B0LxgR4Mv5JoDW2vc?authuser=0&hl=en&rclk=1","Whistling Morans Ltd","4.4","(2,439)","Racecourse","·","","·","H2P2+27, Nairobi","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoS_hKm8Xza3bOiqochjYny7BjcGb7ZLTvHUXvRwFGaev9OXP_Gb_sPOVs1p9YKyDxOm7MAWPXk332jtcfTiMCv2A4ZLOboij54eaX5791XNErYnsxowztsAdp1lewQEEriS389=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The place is big and has many","fun activities",".""","","","","","","",""
"https://www.google.com/maps/place/Amuse+Kenya/data=!4m7!3m6!1s0xa774c155ca104ef1:0xab2eb62809c8d868!8m2!3d-1.2408053!4d36.7954804!16s%2Fg%2F11rm_xvrq5!19sChIJ8U4QylXBdKcRaNjICSi2Lqs?authuser=0&hl=en&rclk=1","Amuse Kenya","4.6","(19)","Outdoor activity organiser","·","","Thigiri Ln","","Closed","· Opens 7 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoP5BBn2DURm4wBrA-uA_EM0z0gzhSfBxr5VMQwWBZYwRctKXMzWGe2YaO1LkNbn9XM49e-zzhJHk2KAJUAJm37-RlPTxUG2nbWnxejwlOoULoezSLlli98WxIbGWaHS6dImVitJwKWiaql=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The long bicycle rides in the forest are the highlight.""","","","","","","","","",""
"https://www.google.com/maps/place/Madmax+Karting/data=!4m7!3m6!1s0x182f3deea50a0081:0xbe50a87785cf10c!8m2!3d-1.2103208!4d36.7966397!16s%2Fg%2F11k0yy4tz7!19sChIJgQAKpe49LxgRDPFceIcK5Qs?authuser=0&hl=en&rclk=1","Madmax Karting","4.5","(337)","Go-karting venue","·","","·","Two Rivers Mall, Limuru Rd, Nairobi","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPYRx84PlWABlxie3igMWLm_Ru7XFBibD3dkk4hhvbw3DsZLIq9Anhi8MExOj6qMQa1kZBQU-mN6Ws6P9bHy9v4kI-kxcEtRvYhTQoyUeCG_rWFndKQ_xKk2mRd44dViNhyoVJgQ=w80-h120-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great experience, clean and so much","fun","""","","","","","","",""
"https://www.google.com/maps/place/Karen+Blixen+Museum/data=!4m7!3m6!1s0x182f04b9fac13b53:0xac437c7bbfb31de3!8m2!3d-1.35196!4d36.712504!16zL20vMDdwcnpn!19sChIJUzvB-rkELxgR4x2zv3t8Q6w?authuser=0&hl=en&rclk=1","Karen Blixen Museum","4.4","(3,483)","Tourist attraction","·","","·","Karen Rd","Closed","· Opens 8:30 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwepMmw-Q_ih29RG3g4OVzb4eR--FAegr0sORr5XgB2g5XGNVDCB7itP1Ao0xZ8i_vgG853_S5mtZvTmMF2nJCKyk0PpuIV9aL3fz_v3HVUgY7dYkcOdOf6oSrjSZZte9z-HXoTAw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... your mats, balls, skipping ropes, and other items for team","activities",".""","'Out Of Africa' author Blixen's old home","","","","","",""
"https://www.google.com/maps/place/Garden+City+Kid%27s+Play+Area/data=!4m7!3m6!1s0x182f1515b785dd5f:0xd40b7d55dfdfb941!8m2!3d-1.2315946!4d36.8798432!16s%2Fg%2F11ghpyg3n2!19sChIJX92FtxUVLxgRQbnf31V9C9Q?authuser=0&hl=en&rclk=1","Garden City Kid's Play Area","4.4","(59)","Playground","·","","·","QV9H+9W8, Thika Rd","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5WEcH4dKUEnQrbYCIbmeISGzQQuhDWD_Mv_83BaUnQ9YJb7ZlFnk6pm3CY_sa75MVnKPeuDa3Srvrqjk7iH_OKYtO_Oe14wamU-cLldE7NGzbQQnVujXzG8RjzHJVTVn4h-X2q6WBatJB=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""We visit garden city kid's area everynow and then for great","leisure","time.""","","","","","","",""
"https://www.google.com/maps/place/Pins+Entertainment+%7C+Kids+Play+Area+%7C+Games+and+Food/data=!4m7!3m6!1s0x182f17797e8216ff:0x56da46f2daac3d86!8m2!3d-1.2611605!4d36.8019777!16s%2Fg%2F11j97m0ygy!19sChIJ_xaCfnkXLxgRhj2s2vJG2lY?authuser=0&hl=en&rclk=1","Pins Entertainment | Kids Play Area | Games and Food","4.6","(888)","Bowling alley","·","","·","Sarit Centre, Sarit Centre1st Floor Old Wing, Karuna Rd","Open","· Closes 12 AM","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5nuBQOolqwNcpdrUvfDsJ8lJ9ed6CA2ENcE6rFivjDKF5hK8Ox8bNvCYyNSRQbDh3wZdD2sgz8IL4hq7e6S_Y7RWzql-MwVLOOX16JvUMrA4jtXt-PNBI4iQ8SM4by1qsLup9=w132-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The place also offers a jungle for kids,air hockey and pool.""","","","","","","","","",""
"https://www.google.com/maps/place/Uhuru+Gardens/data=!4m7!3m6!1s0x182f107238384bf9:0xae995986beacda74!8m2!3d-1.3244622!4d36.798519!16s%2Fm%2F0gy1t_v!19sChIJ-Us4OHIQLxgRdNqsvoZZma4?authuser=0&hl=en&rclk=1","Uhuru Gardens","4.3","(3,991)","Tourist attraction","·","","Historic gardens & Kenya's birthplace","","Closed","· Opens 9 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoMJ70i73NemkRGVyFXH2uISyo4OzlEpT9J6rxgD9ESXI1KAg13BlXWjJmuvrJKhFJ5hjuq7tYAw-QlpEOiahROUNah_O4SgOOsMMmMYc1dwdzNper0ENHcyFtKMuIXrBdhOfxZ8g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lots to learn and plenty of people/companies to interact with.""","","","","","","","","",""
"https://www.google.com/maps/place/Camp+Ndunda+Falls/data=!4m11!3m10!1s0x1827d33f646ca9b3:0xb870ba86aa89270!5m3!1s2026-02-27!4m1!1i2!8m2!3d-0.4878849!4d37.4288694!16s%2Fg%2F11ffvsry1r!19sChIJs6lsZD_TJxgRcJKoaqgLhws?authuser=0&hl=en&rclk=1","Camp Ndunda Falls","4.5","(1,466)","Campground","·","","","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweozTx7_EoY_Ez13E2xdNvm91Q7B8HVkFUT6ovfHdv5RZjN0uLctDW2vBngq_peIorVnY7mDM2pU3EZoZvUVeZd9uKsle0i1t6QcbXjzVl052pGsJFh-uN30_ROiogB94EKWiwLe=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""This place is super lit with lots of","fun activities","and beautiful scenery""","","","","","","",""
"https://www.google.com/maps/place/Destinations+Kenya+Safari/data=!4m7!3m6!1s0x182f10d6b06bf181:0xfcd5bed359d3438c!8m2!3d-1.4283944!4d36.978844!16s%2Fg%2F11cjgg3f65!19sChIJgfFrsNYQLxgRjEPTWdO-1fw?authuser=0&hl=en&rclk=1","Destinations Kenya Safari","4.8","(209)","Tour operator","·","","·","Greatwall Gardens, Pridelands","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCZwFfUXIwctuE-Nnn912wY0yJ51hBVM2cK0gWgTgAIATUNBR3RVZiciXeRqZhmDbmmFDyTthjye4RjQOPHPqNaynwYzD0PvZJT_AefYqNIDJpJ2OH2mTKRmGo_zKBj6ASSuURoyW0BjY=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The experience gained is a balance of breathtaking and","fun","-filling.""","","","","","","",""
"https://www.google.com/maps/place/SuperToto+Fun+Park/data=!4m7!3m6!1s0x182f1f7a0b3124ed:0xf1c9c99716649bd3!8m2!3d-1.2773438!4d36.6182306!16s%2Fg%2F11n5vmy53q!19sChIJ7SQxC3ofLxgR05tkFpfJyfE?authuser=0&hl=en&rclk=1","SuperToto Fun Park","3.4","(5)","Playground","·","","·","Dagoretti Rd","Closed","· Opens 9:30 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwer4rGOtSRZGrR1y-oYfg5h24aXV_Mnm-lye2yrfQ6cLN74IyO_wxzCY0wxwM_Nn8UVizy-cL3NdOIycwyz0iJX7Jvx0EHAVmlKSBUph_bb_pioVx4dTXv6jJUGJKKH02vvj33g=w194-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""When it comes to kids and","fun","...A very nice place""","","","","","","",""
"https://www.google.com/maps/place/Rapids+Camp+Sagana+-+White+Water+Rafting+Centre/data=!4m11!3m10!1s0x18289f1b277fc859:0xedcd47f73cffdb36!5m3!1s2026-02-27!4m1!1i2!8m2!3d-0.6950013!4d37.2462269!16s%2Fg%2F1hdzx7tc7!19sChIJWch_JxufKBgRNtv_PPdHze0?authuser=0&hl=en&rclk=1","Rapids Camp Sagana - White Water Rafting Centre","4.1","(361)","Adventure sports center","·","","","","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweradnJIlkFWcQilg-pal8r2Gh99HP3bEiv9gDr7Pm_vL_GutX21R_Extakw9sKsAKr2evvGRmZbGSUak7y1uuzGoAzR9_4NcYWDOV2qf1oh4fTlOUgAUCf03L_b5oop7YsiUYHw=w137-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tea, teambuilding","activities",", lunch, zip lining and the water challenge.""","","","","","","",""
"https://www.google.com/maps/place/Village+Market/data=!4m7!3m6!1s0x182f17c02c0c60eb:0xabe915056c56fb6c!8m2!3d-1.228842!4d36.805044!16s%2Fm%2F05p3n5q!19sChIJ62AMLMAXLxgRbPtWbAUV6as?authuser=0&hl=en&rclk=1","Village Market","4.6","(9,312)","Shopping mall","·","","·","Village Market, Limuru Rd","Open","· Closes 11 PM","https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5tS7mvOKcJ536-VF-_4_nL3Q5n56t2v9EKgIg-lVbgB7nn9HL5QYfzga-F3udfECmDRoIWvz4eusiQBbrmo38uK-cLQoMipfHTbZ0WidHWT58RBTPn1Fm8CGRmnv27Anz47aFwg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""There's bowling, miniature golf, trampoline, and virtual gaming.""","","","Shopping & dining in refined surrounds","","","","","",""
"https://www.google.com/maps/place/Stedmak+Gardens+and+Recreation+Centre/data=!4m7!3m6!1s0x182f1acbd05cda51:0xaf0339d861547021!8m2!3d-1.3341396!4d36.7585789!16s%2Fg%2F11b_2y6bvs!19sChIJUdpc0MsaLxgRIXBUYdg5A68?authuser=0&hl=en&rclk=1","Stedmak Gardens and Recreation Centre","4.4","(920)","Restaurant","·","","·","MQ85+8CW, Karen Rd","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweq5LEyQ7Lc73IIWqXldkf5-J67yrdqWSPFFmqCop3AHtUpKgETqZkIcyhNnumP3ClupHsOuuWQhVGysw6L1Y0xC-pfOlGfj5thKfO0ZVYdjtlOsYBABpLTQmRTiBRiJlWG_s7S4=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""It was a 10/10 experience I love the","games","there the","","","","","","",""
"https://www.google.com/maps/place/Hells+Gate+National+Park/data=!4m7!3m6!1s0x18294a01b3120caf:0xa1258436f698fc5d!8m2!3d-0.87579!4d36.3173817!16zL20vMDk5Xzd6!19sChIJrwwSswFKKRgRXfyY9jaEJaE?authuser=0&hl=en&rclk=1","Hells Gate National Park","4.5","(4,002)","National park","·","","Savannah ecosystem with rock climbing","","Closed","· Opens 6 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweopcA-OAZXC9kc_HLi2oR8jWnPyvX6FyrI9DxQstiw9qcpYj6w3YnSYhTHsbZRO718D26B3WIrpUJEb6uBJtvdMtImK4dP-CjpmjdZWeWmMMglqjQc4iuSyhrUgV45-4zWQu7DKSw=w83-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rock climbing is among the","fun","filled","","","","","","",""
"https://www.google.com/maps/place/Baecation+Adventures+Kenya/data=!4m7!3m6!1s0x182f176b30514567:0x9e8f1fd810e77e21!8m2!3d-1.1557213!4d36.9606544!16s%2Fg%2F11lx571hpy!19sChIJZ0VRMGsXLxgRIX7nENgfj54?authuser=0&hl=en&rclk=1","Baecation Adventures Kenya","5.0","(32)","Tour operator","·","","Phileo Arcade, First Floor Thika Rd","","Closed","· Opens 8 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGpR4t7W9jTRSwsn2UB6gL3-DxpsyixLSqE2yblysyTt8Sjs33OSHESan_JpK7AziAJ-pMxYW1EHxHZTFTqX4hvdqgJkQ7zNjZACHNh9AgaeCJTRqXUwfVHR7REdtRN5DaLkbRkjgvfG8-=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Once we got going, the adrenaline rush was unreal!""","","","","","","","","",""
"https://www.google.com/maps/place/Ol+Pejeta+Conservancy/data=!4m7!3m6!1s0x18281f4c71f20d5d:0x1bff1d15ccf6a80d!8m2!3d0.022384!4d36.8584122!16s%2Fm%2F0570k8c!19sChIJXQ3ycUwfKBgRDaj2zBUd_xs?authuser=0&hl=en&rclk=1","Ol Pejeta Conservancy","4.6","(2,440)","Nature preserve","·","","·","Marura Rd","Closed","· Opens 7 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerqiAJJexP3vV0bscEF_byD9dzZGtKjs81NIaBwBZY8UqHvQWU03O4A1cDPLoxT82kuXxisMwVHKPwVpTtx547JrfjMlaEN2J0dWDF4963PIwInzGfrcGL-Uq9AvG8Ouseg8t8q=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The kids loved to feed Baraka, the blind rhino.""","","","Animal preserve with game drives","","","","","",""
"https://www.google.com/maps/place/Redhill+Karting+Ltd/data=!4m7!3m6!1s0x182f23ffd40b166b:0x3b158ff3a69f42a6!8m2!3d-1.1723007!4d36.7133997!16s%2Fg%2F11kk7vxzy6!19sChIJaxYL1P8jLxgRpkKfpvOPFTs?authuser=0&hl=en&rclk=1","Redhill Karting Ltd","4.6","(334)","Car racing venue","·","","·","RPH6+3WV","","","https://lh3.googleusercontent.com/gps-cs-s/AHVAweoXrN-EXScIV0BA1DgIqf3FMWJwrhFsCdFAnIX6bM00CS8TdONuM2ujOi6chJpHbHCeui7IsfJeHAtGZ4YI6VggO7LW9uHUfug4nMSvk8IrVUZuDlmB9a854RfE_ExI_1I0O0vY=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Great views, good food and loved the","activities",".""","","","","","","",""
"https://www.google.com/maps/place/Bigfoot+Adventures+Kenya/data=!4m7!3m6!1s0x182f1bc492a7f26b:0x5d550d4d6e692f5f!8m2!3d-1.3008846!4d36.7792546!16s%2Fg%2F11gh46x6mz!19sChIJa_KnksQbLxgRXy9pbk0NVV0?authuser=0&hl=en&rclk=1","Bigfoot Adventures Kenya","4.8","(147)","Tour operator","·","","·","Suna Rd","Closed","· Opens 8 AM Thu","https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDv1OK8jC1BQg2jmRCXewy1Gq7Qq43mxmZTD4IRHZitgtJyzvJlDxRKAuaR9cNpENjONuQ9nrEMmkMhI5i4Ot-GzEkw1trZAvuquUEHzrTOpraBWhr3b08mhOxim6dk8wu866FoNgS89Y=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""You made us laugh and ensured our long ride was enjoyable and educational.""","","","","","","","","",""
"https://www.google.com/maps/place/Aanika+Karibu+Safaris+in+Kenya/data=!4m7!3m6!1s0x182f11ab4a93f14b:0x81def467543fdda1!8m2!3d-1.2840689!4d36.8203373!16s%2Fg%2F1ptxvlhyy!19sChIJS_GTSqsRLxgRod0_VGf03oE?authuser=0&hl=en&rclk=1","Aanika Karibu Safaris in Kenya","4.8","(994)","Tour operator","·","","·","portal Place house Muindi mbingu street 4th floor","Open 24 hours","","https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbveWuFzzcl6IBY4BfM9Ij4YLwydzi4GQ6n9D9ci5FUfoW1Vgmez8xdGRLArL138mVsNQ5ab11iB6qg1GIvB1zzeAd0Y9XJzNVhsJC2ORPjbJhLLsIu-JHx7nRAeyIpWfUCthKpw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Had a fabulous time and nest experience...highly recommend them""","","","","","","","","",""
